COUNTY,Total Active Cases,Total Recovered,Total Deaths,Date
Mercer,58,3,0,1/13/2022
Morton,343,47,0,1/13/2022
Mountrail,120,8,0,1/13/2022
Nelson,15,0,0,1/13/2022
Oliver,10,3,0,1/13/2022
Pembina,50,7,0,1/13/2022
Pierce,26,7,0,1/13/2022
Ramsey,108,10,0,1/13/2022
Ransom,34,6,0,1/13/2022
Renville,18,0,0,1/13/2022
Richland,127,10,0,1/13/2022
Rolette,477,94,0,1/13/2022
Sargent,21,2,0,1/13/2022
Sheridan,2,0,0,1/13/2022
Sioux,80,5,0,1/13/2022
Slope,1,0,0,1/13/2022
Stark,254,19,0,1/13/2022
Steele,11,1,0,1/13/2022
Stutsman,159,24,0,1/13/2022
Towner,27,1,0,1/13/2022
Traill,57,4,0,1/13/2022
Unknown,0,0,0,1/13/2022
Walsh,80,8,0,1/13/2022
Ward,506,53,0,1/13/2022
Wells,19,3,0,1/13/2022
Williams,292,32,0,1/13/2022
Adams,6,1,0,1/14/2022
Barnes,91,12,0,1/14/2022
Benson,54,5,0,1/14/2022
Billings,2,0,0,1/14/2022
Bottineau,32,1,0,1/14/2022
Bowman,10,0,0,1/14/2022
Burke,10,0,0,1/14/2022
Burleigh,1334,161,0,1/14/2022
Cass,3191,364,0,1/14/2022
Cavalier,36,2,0,1/14/2022
Dickey,30,3,0,1/14/2022
Divide,16,1,0,1/14/2022
Dunn,19,0,0,1/14/2022
Eddy,17,3,0,1/14/2022
Emmons,11,1,0,1/14/2022
Foster,33,7,0,1/14/2022
Golden Valley,7,0,0,1/14/2022
Grand Forks,1055,101,0,1/14/2022
Grant,10,1,0,1/14/2022
Griggs,15,1,0,1/14/2022
Hettinger,67,2,0,1/14/2022
Kidder,14,2,0,1/14/2022
LaMoure,32,5,0,1/14/2022
Logan,9,0,0,1/14/2022
McHenry,28,3,0,1/14/2022
McIntosh,8,3,0,1/14/2022
McKenzie,73,2,0,1/14/2022
McLean,54,3,1,1/14/2022
Mercer,71,0,0,1/14/2022
Morton,382,39,0,1/14/2022
Mountrail,146,11,0,1/14/2022
Nelson,21,0,0,1/14/2022
Oliver,12,0,0,1/14/2022
Pembina,62,6,0,1/14/2022
Pierce,22,9,0,1/14/2022
Ramsey,126,10,0,1/14/2022
Ransom,49,2,0,1/14/2022
Renville,18,3,0,1/14/2022
Richland,129,19,0,1/14/2022
Rolette,534,53,0,1/14/2022
Sargent,22,4,0,1/14/2022
Sheridan,3,0,0,1/14/2022
Sioux,86,1,0,1/14/2022
Slope,1,0,0,1/14/2022
Stark,293,24,0,1/14/2022
Steele,12,0,0,1/14/2022
Stutsman,177,8,0,1/14/2022
Towner,30,1,0,1/14/2022
Traill,66,4,0,1/14/2022
Unknown,0,0,0,1/14/2022
Walsh,82,7,0,1/14/2022
Ward,650,100,0,1/14/2022
Wells,20,0,0,1/14/2022
Williams,347,33,0,1/14/2022
Adams,9,1,0,1/15/2022
Barnes,83,18,0,1/15/2022
Benson,45,10,0,1/15/2022
Billings,2,0,0,1/15/2022
Bottineau,32,8,0,1/15/2022
Bowman,8,3,0,1/15/2022
Burke,9,2,0,1/15/2022
Burleigh,1233,289,0,1/15/2022
Cass,2549,888,1,1/15/2022
Cavalier,36,3,0,1/15/2022
Dickey,31,3,0,1/15/2022
Divide,12,3,1,1/15/2022
Dunn,19,2,0,1/15/2022
Eddy,15,4,0,1/15/2022
Emmons,12,0,0,1/15/2022
Foster,31,6,0,1/15/2022
Golden Valley,6,2,0,1/15/2022
Grand Forks,966,219,0,1/15/2022
Grant,4,6,0,1/15/2022
Griggs,16,4,0,1/15/2022
Hettinger,71,3,0,1/15/2022
Kidder,11,5,0,1/15/2022
LaMoure,26,7,0,1/15/2022
Logan,9,1,0,1/15/2022
McHenry,27,6,0,1/15/2022
McIntosh,6,2,0,1/15/2022
McKenzie,54,21,0,1/15/2022
McLean,52,7,0,1/15/2022
Mercer,57,19,0,1/15/2022
Morton,350,95,0,1/15/2022
Mountrail,120,42,0,1/15/2022
Nelson,21,4,0,1/15/2022
Oliver,10,4,0,1/15/2022
Pembina,54,16,0,1/15/2022
Pierce,17,7,0,1/15/2022
Ramsey,97,31,0,1/15/2022
Ransom,37,18,0,1/15/2022
Renville,15,5,0,1/15/2022
Richland,102,38,0,1/15/2022
Rolette,495,65,0,1/15/2022
Sargent,20,5,0,1/15/2022
Sheridan,2,2,0,1/15/2022
Sioux,93,1,0,1/15/2022
Slope,1,0,0,1/15/2022
Stark,256,74,0,1/15/2022
Steele,11,2,0,1/15/2022
Stutsman,156,41,0,1/15/2022
Towner,22,8,0,1/15/2022
Traill,57,15,0,1/15/2022
Unknown,0,0,0,1/15/2022
Walsh,70,27,0,1/15/2022
Ward,622,194,0,1/15/2022
Wells,16,6,0,1/15/2022
Williams,299,88,0,1/15/2022
Adams,9,1,0,1/16/2022
Barnes,72,21,0,1/16/2022
Benson,30,16,0,1/16/2022
Billings,3,0,0,1/16/2022
Bottineau,29,6,0,1/16/2022
Bowman,7,3,0,1/16/2022
Burke,6,4,0,1/16/2022
Burleigh,1034,335,0,1/16/2022
Cass,1991,803,2,1/16/2022
Cavalier,23,15,0,1/16/2022
Dickey,21,11,0,1/16/2022
Divide,11,2,0,1/16/2022
Dunn,17,3,0,1/16/2022
Eddy,10,5,0,1/16/2022
Emmons,12,3,0,1/16/2022
Foster,22,9,0,1/16/2022
Golden Valley,5,2,0,1/16/2022
Grand Forks,766,280,0,1/16/2022
Grant,1,3,0,1/16/2022
Griggs,12,4,0,1/16/2022
Hettinger,74,6,0,1/16/2022
Kidder,9,3,0,1/16/2022
LaMoure,15,11,0,1/16/2022
Logan,10,1,0,1/16/2022
McHenry,23,6,0,1/16/2022
McIntosh,3,3,0,1/16/2022
McKenzie,34,22,0,1/16/2022
McLean,37,21,0,1/16/2022
Mercer,48,14,1,1/16/2022
Morton,285,104,0,1/16/2022
Mountrail,92,34,0,1/16/2022
Nelson,16,6,0,1/16/2022
Oliver,9,1,0,1/16/2022
Pembina,29,28,0,1/16/2022
Pierce,13,3,1,1/16/2022
Ramsey,77,24,0,1/16/2022
Ransom,34,4,0,1/16/2022
Renville,13,4,0,1/16/2022
Richland,84,32,0,1/16/2022
Rolette,446,57,1,1/16/2022
Sargent,15,5,0,1/16/2022
Sheridan,1,1,0,1/16/2022
Sioux,86,11,0,1/16/2022
Slope,0,1,0,1/16/2022
Stark,212,66,0,1/16/2022
Steele,10,2,0,1/16/2022
Stutsman,117,49,0,1/16/2022
Towner,19,4,0,1/16/2022
Traill,36,22,0,1/16/2022
Unknown,0,0,0,1/16/2022
Walsh,56,21,0,1/16/2022
Ward,503,192,0,1/16/2022
Wells,10,8,0,1/16/2022
Williams,228,94,0,1/16/2022
Adams,8,6,0,1/17/2022
Barnes,78,34,0,1/17/2022
Benson,29,14,0,1/17/2022
Billings,4,1,0,1/17/2022
Bottineau,39,6,0,1/17/2022
Bowman,13,3,0,1/17/2022
Burke,11,1,0,1/17/2022
Burleigh,1098,349,0,1/17/2022
Cass,2203,827,0,1/17/2022
Cavalier,28,7,0,1/17/2022
Dickey,32,4,0,1/17/2022
Divide,8,7,0,1/17/2022
Dunn,12,8,0,1/17/2022
Eddy,9,2,0,1/17/2022
Emmons,12,3,0,1/17/2022
Foster,20,12,0,1/17/2022
Golden Valley,6,0,0,1/17/2022
Grand Forks,860,284,0,1/17/2022
Grant,2,1,0,1/17/2022
Griggs,14,2,0,1/17/2022
Hettinger,80,4,0,1/17/2022
Kidder,6,3,0,1/17/2022
LaMoure,15,7,0,1/17/2022
Logan,8,4,0,1/17/2022
McHenry,16,9,1,1/17/2022
McIntosh,2,3,0,1/17/2022
McKenzie,46,18,0,1/17/2022
McLean,47,16,0,1/17/2022
Mercer,62,17,0,1/17/2022
Morton,271,98,0,1/17/2022
Mountrail,109,32,0,1/17/2022
Nelson,12,6,0,1/17/2022
Oliver,7,3,0,1/17/2022
Pembina,36,12,0,1/17/2022
Pierce,11,8,0,1/17/2022
Ramsey,67,29,0,1/17/2022
Ransom,39,14,0,1/17/2022
Renville,12,3,0,1/17/2022
Richland,92,35,0,1/17/2022
Rolette,440,54,0,1/17/2022
Sargent,17,6,0,1/17/2022
Sheridan,1,0,0,1/17/2022
Sioux,86,6,0,1/17/2022
Slope,0,0,0,1/17/2022
Stark,247,75,0,1/17/2022
Steele,10,5,0,1/17/2022
Stutsman,116,57,0,1/17/2022
Towner,15,8,0,1/17/2022
Traill,48,14,0,1/17/2022
Unknown,0,0,0,1/17/2022
Walsh,53,32,0,1/17/2022
Ward,547,166,0,1/17/2022
Wells,13,5,0,1/17/2022
Williams,247,69,0,1/17/2022
Adams,7,7,0,1/18/2022
Barnes,89,22,0,1/18/2022
Benson,34,15,0,1/18/2022
Billings,5,0,0,1/18/2022
Bottineau,39,14,0,1/18/2022
Bowman,12,5,0,1/18/2022
Burke,11,4,0,1/18/2022
Burleigh,1224,317,0,1/18/2022
Cass,2528,627,2,1/18/2022
Cavalier,34,8,0,1/18/2022
Dickey,41,8,0,1/18/2022
Divide,15,6,0,1/18/2022
Dunn,13,4,0,1/18/2022
Eddy,10,7,0,1/18/2022
Emmons,14,2,0,1/18/2022
Foster,27,3,0,1/18/2022
Golden Valley,5,1,0,1/18/2022
Grand Forks,925,260,1,1/18/2022
Grant,1,1,0,1/18/2022
Griggs,16,5,0,1/18/2022
Hettinger,90,10,0,1/18/2022
Kidder,9,4,0,1/18/2022
LaMoure,21,10,0,1/18/2022
Logan,5,5,0,1/18/2022
McHenry,24,6,0,1/18/2022
McIntosh,4,0,0,1/18/2022
McKenzie,44,19,0,1/18/2022
McLean,50,15,0,1/18/2022
Mercer,81,20,0,1/18/2022
Morton,299,91,1,1/18/2022
Mountrail,107,37,0,1/18/2022
Nelson,16,5,0,1/18/2022
Oliver,7,4,0,1/18/2022
Pembina,40,12,0,1/18/2022
Pierce,16,4,0,1/18/2022
Ramsey,68,39,0,1/18/2022
Ransom,45,15,0,1/18/2022
Renville,10,4,0,1/18/2022
Richland,110,36,0,1/18/2022
Rolette,512,51,0,1/18/2022
Sargent,18,7,0,1/18/2022
Sheridan,4,0,0,1/18/2022
Sioux,91,7,0,1/18/2022
Slope,2,0,0,1/18/2022
Stark,264,93,0,1/18/2022
Steele,10,3,0,1/18/2022
Stutsman,158,45,0,1/18/2022
Towner,14,7,0,1/18/2022
Traill,65,17,0,1/18/2022
Unknown,0,0,0,1/18/2022
Walsh,66,19,0,1/18/2022
Ward,611,187,0,1/18/2022
Wells,20,1,0,1/18/2022
Williams,262,100,0,1/18/2022
Adams,11,3,0,1/19/2022
Barnes,100,28,0,1/19/2022
Benson,46,5,0,1/19/2022
Billings,6,1,0,1/19/2022
Bottineau,45,12,0,1/19/2022
Bowman,11,6,0,1/19/2022
Burke,16,0,0,1/19/2022
Burleigh,1411,276,0,1/19/2022
Cass,2886,557,0,1/19/2022
Cavalier,35,6,0,1/19/2022
Dickey,38,10,0,1/19/2022
Divide,18,5,0,1/19/2022
Dunn,21,5,0,1/19/2022
Eddy,13,2,0,1/19/2022
Emmons,17,6,0,1/19/2022
Foster,38,2,0,1/19/2022
Golden Valley,12,3,0,1/19/2022
Grand Forks,995,247,1,1/19/2022
Grant,5,0,0,1/19/2022
Griggs,15,5,0,1/19/2022
Hettinger,96,8,0,1/19/2022
Kidder,14,2,0,1/19/2022
LaMoure,28,2,0,1/19/2022
Logan,8,1,0,1/19/2022
McHenry,31,4,0,1/19/2022
McIntosh,8,1,0,1/19/2022
McKenzie,49,17,0,1/19/2022
McLean,71,16,0,1/19/2022
Mercer,95,21,0,1/19/2022
Morton,342,76,0,1/19/2022
Mountrail,127,28,0,1/19/2022
Nelson,22,4,0,1/19/2022
Oliver,7,3,0,1/19/2022
Pembina,48,12,0,1/19/2022
Pierce,17,3,0,1/19/2022
Ramsey,108,19,0,1/19/2022
Ransom,63,6,0,1/19/2022
Renville,6,7,0,1/19/2022
Richland,129,24,0,1/19/2022
Rolette,530,39,1,1/19/2022
Sargent,33,4,0,1/19/2022
Sheridan,4,2,0,1/19/2022
Sioux,100,0,0,1/19/2022
Slope,2,0,0,1/19/2022
Stark,305,49,0,1/19/2022
Steele,13,1,0,1/19/2022
Stutsman,223,27,0,1/19/2022
Towner,14,6,0,1/19/2022
Traill,92,7,0,1/19/2022
Unknown,0,0,0,1/19/2022
Walsh,79,23,0,1/19/2022
Ward,737,115,1,1/19/2022
Wells,26,0,0,1/19/2022
Williams,298,83,0,1/19/2022
Adams,10,2,0,1/20/2022
Barnes,106,11,1,1/20/2022
Benson,57,3,0,1/20/2022
Billings,7,0,0,1/20/2022
Bottineau,54,10,0,1/20/2022
Bowman,18,0,0,1/20/2022
Burke,16,3,0,1/20/2022
Burleigh,1519,232,0,1/20/2022
Cass,3298,331,2,1/20/2022
Cavalier,41,4,0,1/20/2022
Dickey,48,1,0,1/20/2022
Divide,24,0,0,1/20/2022
Dunn,25,2,0,1/20/2022
Eddy,20,1,0,1/20/2022
Emmons,14,3,0,1/20/2022
Foster,45,5,0,1/20/2022
Golden Valley,14,0,0,1/20/2022
Grand Forks,1146,136,0,1/20/2022
Grant,5,0,0,1/20/2022
Griggs,18,2,0,1/20/2022
Hettinger,96,7,0,1/20/2022
Kidder,14,2,0,1/20/2022
LaMoure,34,4,0,1/20/2022
Logan,12,1,0,1/20/2022
McHenry,33,7,0,1/20/2022
McIntosh,11,0,0,1/20/2022
McKenzie,56,10,0,1/20/2022
McLean,97,6,0,1/20/2022
Mercer,111,13,0,1/20/2022
Morton,390,56,0,1/20/2022
Mountrail,159,15,0,1/20/2022
Nelson,23,1,0,1/20/2022
Oliver,14,0,0,1/20/2022
Pembina,66,5,0,1/20/2022
Pierce,24,1,0,1/20/2022
Ramsey,130,14,0,1/20/2022
Ransom,74,6,0,1/20/2022
Renville,7,3,0,1/20/2022
Richland,189,13,0,1/20/2022
Rolette,527,74,0,1/20/2022
Sargent,40,4,0,1/20/2022
Sheridan,6,0,0,1/20/2022
Sioux,77,45,0,1/20/2022
Slope,1,1,0,1/20/2022
Stark,385,33,0,1/20/2022
Steele,19,2,0,1/20/2022
Stutsman,304,26,0,1/20/2022
Towner,17,1,0,1/20/2022
Traill,105,12,0,1/20/2022
Unknown,0,0,0,1/20/2022
Walsh,121,6,0,1/20/2022
Ward,779,221,0,1/20/2022
Wells,23,8,0,1/20/2022
Williams,405,34,0,1/20/2022
Adams,13,3,0,1/21/2022
Barnes,142,10,0,1/21/2022
Benson,61,6,0,1/21/2022
Billings,4,3,0,1/21/2022
Bottineau,66,6,0,1/21/2022
Bowman,23,1,0,1/21/2022
Burke,21,1,0,1/21/2022
Burleigh,1625,224,0,1/21/2022
Cass,3590,405,3,1/21/2022
Cavalier,48,6,0,1/21/2022
Dickey,54,2,0,1/21/2022
Divide,30,2,0,1/21/2022
Dunn,28,2,0,1/21/2022
Eddy,25,0,0,1/21/2022
Emmons,14,5,0,1/21/2022
Foster,47,5,0,1/21/2022
Golden Valley,15,2,0,1/21/2022
Grand Forks,1262,133,0,1/21/2022
Grant,4,1,0,1/21/2022
Griggs,21,2,0,1/21/2022
Hettinger,107,4,0,1/21/2022
Kidder,12,3,0,1/21/2022
LaMoure,35,3,0,1/21/2022
Logan,13,0,0,1/21/2022
McHenry,36,3,0,1/21/2022
McIntosh,12,2,0,1/21/2022
McKenzie,70,7,0,1/21/2022
McLean,105,10,0,1/21/2022
Mercer,128,12,0,1/21/2022
Morton,419,61,0,1/21/2022
Mountrail,168,21,0,1/21/2022
Nelson,33,0,0,1/21/2022
Oliver,16,1,0,1/21/2022
Pembina,74,11,0,1/21/2022
Pierce,24,3,0,1/21/2022
Ramsey,175,8,0,1/21/2022
Ransom,89,7,0,1/21/2022
Renville,9,0,0,1/21/2022
Richland,239,12,0,1/21/2022
Rolette,504,126,0,1/21/2022
Sargent,47,3,0,1/21/2022
Sheridan,8,1,0,1/21/2022
Sioux,81,11,0,1/21/2022
Slope,1,1,0,1/21/2022
Stark,459,38,0,1/21/2022
Steele,22,2,0,1/21/2022
Stutsman,348,26,0,1/21/2022
Towner,21,1,0,1/21/2022
Traill,125,8,0,1/21/2022
Unknown,0,0,0,1/21/2022
Walsh,146,16,0,1/21/2022
Ward,898,115,0,1/21/2022
Wells,23,2,0,1/21/2022
Williams,436,35,0,1/21/2022
Adams,10,3,0,1/22/2022
Barnes,119,35,0,1/22/2022
Benson,53,16,0,1/22/2022
Billings,4,1,0,1/22/2022
Bottineau,62,14,0,1/22/2022
Bowman,16,9,0,1/22/2022
Burke,13,9,0,1/22/2022
Burleigh,1366,414,0,1/22/2022
Cass,2770,1007,1,1/22/2022
Cavalier,35,14,0,1/22/2022
Dickey,42,18,0,1/22/2022
Divide,24,7,0,1/22/2022
Dunn,20,9,0,1/22/2022
Eddy,21,5,0,1/22/2022
Emmons,15,1,0,1/22/2022
Foster,38,12,0,1/22/2022
Golden Valley,8,7,0,1/22/2022
Grand Forks,998,380,0,1/22/2022
Grant,2,2,0,1/22/2022
Griggs,16,6,0,1/22/2022
Hettinger,104,8,0,1/22/2022
Kidder,11,2,0,1/22/2022
LaMoure,33,6,0,1/22/2022
Logan,11,3,0,1/22/2022
McHenry,30,11,0,1/22/2022
McIntosh,10,4,0,1/22/2022
McKenzie,70,6,1,1/22/2022
McLean,90,24,0,1/22/2022
Mercer,100,36,0,1/22/2022
Morton,367,91,0,1/22/2022
Mountrail,137,45,0,1/22/2022
Nelson,29,5,0,1/22/2022
Oliver,16,1,0,1/22/2022
Pembina,68,13,0,1/22/2022
Pierce,14,13,0,1/22/2022
Ramsey,158,29,0,1/22/2022
Ransom,78,18,0,1/22/2022
Renville,8,1,0,1/22/2022
Richland,199,60,0,1/22/2022
Rolette,468,61,0,1/22/2022
Sargent,43,9,0,1/22/2022
Sheridan,7,1,0,1/22/2022
Sioux,71,20,0,1/22/2022
Slope,1,0,0,1/22/2022
Stark,372,122,0,1/22/2022
Steele,13,10,0,1/22/2022
Stutsman,322,51,1,1/22/2022
Towner,16,5,0,1/22/2022
Traill,105,26,0,1/22/2022
Unknown,0,0,0,1/22/2022
Walsh,129,45,0,1/22/2022
Ward,799,236,0,1/22/2022
Wells,17,7,0,1/22/2022
Williams,370,107,0,1/22/2022
Adams,7,3,0,1/23/2022
Barnes,99,27,0,1/23/2022
Benson,43,16,0,1/23/2022
Billings,3,1,0,1/23/2022
Bottineau,48,17,0,1/23/2022
Bowman,13,3,0,1/23/2022
Burke,11,2,0,1/23/2022
Burleigh,1112,403,1,1/23/2022
Cass,2033,876,1,1/23/2022
Cavalier,25,11,0,1/23/2022
Dickey,27,16,0,1/23/2022
Divide,13,13,0,1/23/2022
Dunn,15,7,0,1/23/2022
Eddy,17,4,0,1/23/2022
Emmons,8,7,0,1/23/2022
Foster,25,13,0,1/23/2022
Golden Valley,7,1,0,1/23/2022
Grand Forks,774,303,1,1/23/2022
Grant,1,1,0,1/23/2022
Griggs,10,6,0,1/23/2022
Hettinger,53,52,0,1/23/2022
Kidder,8,3,0,1/23/2022
LaMoure,18,15,0,1/23/2022
Logan,9,4,0,1/23/2022
McHenry,21,10,0,1/23/2022
McIntosh,8,6,0,1/23/2022
McKenzie,52,22,0,1/23/2022
McLean,77,21,1,1/23/2022
Mercer,78,26,0,1/23/2022
Morton,289,111,1,1/23/2022
Mountrail,103,39,0,1/23/2022
Nelson,15,15,0,1/23/2022
Oliver,11,5,0,1/23/2022
Pembina,56,16,0,1/23/2022
Pierce,11,5,0,1/23/2022
Ramsey,123,39,0,1/23/2022
Ransom,58,21,1,1/23/2022
Renville,6,4,0,1/23/2022
Richland,156,50,0,1/23/2022
Rolette,389,83,0,1/23/2022
Sargent,37,7,0,1/23/2022
Sheridan,5,3,0,1/23/2022
Sioux,64,15,0,1/23/2022
Slope,1,0,0,1/23/2022
Stark,285,113,0,1/23/2022
Steele,11,3,0,1/23/2022
Stutsman,219,112,1,1/23/2022
Towner,14,4,0,1/23/2022
Traill,71,34,1,1/23/2022
Unknown,0,0,0,1/23/2022
Walsh,97,36,0,1/23/2022
Ward,642,201,1,1/23/2022
Wells,8,9,0,1/23/2022
Williams,268,136,0,1/23/2022
Adams,7,5,0,1/24/2022
Barnes,90,41,0,1/24/2022
Benson,50,14,0,1/24/2022
Billings,2,2,0,1/24/2022
Bottineau,45,24,0,1/24/2022
Bowman,10,8,0,1/24/2022
Burke,9,5,0,1/24/2022
Burleigh,1092,313,0,1/24/2022
Cass,2180,700,0,1/24/2022
Cavalier,26,6,0,1/24/2022
Dickey,44,6,0,1/24/2022
Divide,14,2,0,1/24/2022
Dunn,16,5,0,1/24/2022
Eddy,14,6,0,1/24/2022
Emmons,6,2,0,1/24/2022
Foster,20,9,0,1/24/2022
Golden Valley,9,6,0,1/24/2022
Grand Forks,795,287,0,1/24/2022
Grant,1,2,0,1/24/2022
Griggs,10,2,0,1/24/2022
Hettinger,48,9,0,1/24/2022
Kidder,7,4,0,1/24/2022
LaMoure,16,7,0,1/24/2022
Logan,8,2,0,1/24/2022
McHenry,18,10,0,1/24/2022
McIntosh,9,2,0,1/24/2022
McKenzie,37,21,0,1/24/2022
McLean,55,38,0,1/24/2022
Mercer,71,29,0,1/24/2022
Morton,271,87,0,1/24/2022
Mountrail,120,38,0,1/24/2022
Nelson,14,4,0,1/24/2022
Oliver,8,5,0,1/24/2022
Pembina,55,24,0,1/24/2022
Pierce,10,2,0,1/24/2022
Ramsey,88,63,0,1/24/2022
Ransom,61,15,0,1/24/2022
Renville,3,3,0,1/24/2022
Richland,151,57,0,1/24/2022
Rolette,418,34,0,1/24/2022
Sargent,38,18,0,1/24/2022
Sheridan,2,3,0,1/24/2022
Sioux,58,21,0,1/24/2022
Slope,1,0,0,1/24/2022
Stark,293,90,0,1/24/2022
Steele,9,3,0,1/24/2022
Stutsman,196,67,0,1/24/2022
Towner,18,4,1,1/24/2022
Traill,63,26,0,1/24/2022
Unknown,0,0,0,1/24/2022
Walsh,76,38,0,1/24/2022
Ward,585,194,1,1/24/2022
Wells,23,2,0,1/24/2022
Williams,247,101,0,1/24/2022
Adams,8,5,0,1/25/2022
Barnes,88,18,0,1/25/2022
Benson,65,13,0,1/25/2022
Billings,2,1,0,1/25/2022
Bottineau,49,26,0,1/25/2022
Bowman,14,5,0,1/25/2022
Burke,7,5,0,1/25/2022
Burleigh,1093,321,1,1/25/2022
Cass,2091,686,0,1/25/2022
Cavalier,22,10,0,1/25/2022
Dickey,51,10,0,1/25/2022
Divide,14,8,0,1/25/2022
Dunn,18,5,0,1/25/2022
Eddy,10,7,0,1/25/2022
Emmons,11,1,0,1/25/2022
Foster,21,6,0,1/25/2022
Golden Valley,5,7,0,1/25/2022
Grand Forks,791,252,0,1/25/2022
Grant,4,0,0,1/25/2022
Griggs,9,8,0,1/25/2022
Hettinger,48,9,0,1/25/2022
Kidder,9,1,0,1/25/2022
